co2_room,coir50_vwc,coir_vwc,gas_room,offset_from_utc,pressure_room,rh_room,rockwool_vwc,temp_c_room,temp_f_room,time,total_voc_room
487.0,,,187497,-8.0,1021.0,70.6,,21.4,70.5,2020-10-05 15:52:16,13.0
487.0,,,46189,-8.0,1020.9,70.7,,21.4,70.5,2020-10-05 15:57:16,13.0
487.0,,,187598,-8.0,1020.9,70.7,,21.4,70.5,2020-10-05 16:02:16,13.0
485.0,,,46189,-8.0,1020.9,70.6,,21.4,70.5,2020-10-05 16:07:17,12.0
485.0,,,187800,-8.0,1020.8,70.6,,21.4,70.5,2020-10-05 16:12:17,12.0
487.0,,,187598,-8.0,1020.9,70.6,,21.4,70.5,2020-10-05 16:17:17,13.0
487.0,,,187902,-8.0,1020.9,70.6,,21.3,70.3,2020-10-05 16:22:18,13.0
487.0,,,188207,-8.0,1020.8,70.6,,21.4,70.5,2020-10-05 16:27:18,13.0
487.0,,,188105,-8.0,1020.8,70.7,,21.3,70.3,2020-10-05 16:32:18,13.0
487.0,,,187902,-8.0,1020.8,70.8,,21.3,70.3,2020-10-05 16:37:18,13.0
481.0,,,187800,-8.0,1020.8,70.8,,21.3,70.3,2020-10-05 16:42:19,12.0
481.0,,,187598,-8.0,1020.7,70.8,,21.3,70.3,2020-10-05 16:47:19,12.0
478.0,,,187699,-8.0,1020.6,70.7,,21.3,70.3,2020-10-05 16:52:19,11.0
478.0,,,187902,-8.0,1020.6,70.7,,21.3,70.3,2020-10-05 16:57:20,11.0
481.0,,,188003,-8.0,1020.6,70.7,,21.3,70.3,2020-10-05 17:02:20,12.0
460.0,,,189025,-8.0,1020.5,71.4,,21.1,70.0,2020-10-05 17:07:20,9.0
460.0,,,188923,-8.0,1020.5,71.3,,21.3,70.3,2020-10-05 17:12:21,9.0
461.0,,,188513,-8.0,1020.5,71.1,,21.4,70.5,2020-10-05 17:17:21,9.0
460.0,,,187800,-8.0,1020.4,71.0,,21.5,70.7,2020-10-05 17:22:21,9.0
463.0,,,187598,-8.0,1020.3,70.9,,21.6,70.9,2020-10-05 17:27:21,9.0
460.0,,,46189,-8.0,1020.3,70.8,,21.6,70.9,2020-10-05 17:32:22,9.0
454.0,,,46189,-8.0,1020.3,70.7,,21.6,70.9,2020-10-05 17:37:22,8.0
453.0,,,187497,-8.0,1020.2,70.7,,21.7,71.1,2020-10-05 17:42:22,8.0
460.0,,,46189,-8.0,1020.2,70.6,,21.7,71.1,2020-10-05 17:47:23,9.0
454.0,,,46189,-8.0,1020.2,70.6,,21.7,71.1,2020-10-05 17:52:23,8.0
423.0,,,46189,-8.0,1020.2,70.6,,21.8,71.2,2020-10-05 17:57:23,3.0
453.0,,,46189,-8.0,1020.1,70.6,,21.8,71.2,2020-10-05 18:02:24,8.0
454.0,,,46189,-8.0,1020.1,70.5,,21.8,71.2,2020-10-05 18:07:24,8.0
453.0,,,46189,-8.0,1020.0,70.5,,21.8,71.2,2020-10-05 18:12:24,8.0
447.0,,,46189,-8.0,1020.0,70.6,,21.8,71.2,2020-10-05 18:17:25,7.0
447.0,,,46189,-8.0,1020.0,70.5,,21.8,71.2,2020-10-05 18:22:25,7.0
442.0,,,46189,-8.0,1020.0,70.4,,21.8,71.2,2020-10-05 18:27:25,6.0
445.0,,,46189,-8.0,1020.1,70.5,,21.9,71.4,2020-10-05 18:32:25,6.0
445.0,,,46189,-8.0,1020.2,70.5,,21.8,71.2,2020-10-05 18:37:26,6.0
442.0,,,46189,-8.0,1020.2,70.5,,21.8,71.2,2020-10-05 18:42:26,6.0
451.0,,,46189,-8.0,1020.2,70.5,,21.9,71.4,2020-10-05 18:47:26,7.0
423.0,,,46189,-8.0,1020.2,70.4,,21.9,71.4,2020-10-05 18:52:27,3.0
422.0,,,46189,-8.0,1020.1,70.3,,21.9,71.4,2020-10-05 18:57:27,3.0
422.0,,,46189,-8.0,1020.1,70.3,,22.0,71.6,2020-10-05 19:02:27,3.0
422.0,,,46189,-8.0,1020.0,70.2,,22.0,71.6,2020-10-05 19:07:28,3.0
454.0,,,187497,-8.0,1020.0,69.9,,22.0,71.6,2020-10-05 19:12:28,8.0
463.0,,,188105,-8.0,1020.1,69.7,,22.0,71.6,2020-10-05 19:17:28,9.0
461.0,,,188615,-8.0,1020.1,69.7,,22.0,71.6,2020-10-05 19:22:29,9.0
466.0,,,188718,-8.0,1020.2,69.7,,21.9,71.4,2020-10-05 19:27:29,10.0
461.0,,,188718,-8.0,1020.1,69.8,,22.0,71.6,2020-10-05 19:32:29,9.0
442.0,,,189025,-8.0,1020.1,69.8,,22.0,71.6,2020-10-05 19:37:29,6.0
461.0,,,188923,-8.0,1020.1,69.7,,22.0,71.6,2020-10-05 19:42:30,9.0
466.0,,,189128,-8.0,1020.1,69.7,,22.0,71.6,2020-10-05 19:47:30,10.0
460.0,,,189025,-8.0,1020.1,69.6,,22.0,71.6,2020-10-05 19:52:30,9.0
461.0,,,189334,-8.0,1020.1,69.6,,22.0,71.6,2020-10-05 19:57:30,9.0
453.0,,,188923,-8.0,1020.1,69.6,,22.0,71.6,2020-10-05 20:02:31,8.0
453.0,,,189128,-8.0,1020.1,69.6,,22.0,71.6,2020-10-05 20:07:31,8.0
453.0,,,188923,-8.0,1020.1,69.7,,21.9,71.4,2020-10-05 20:12:32,8.0
447.0,,,188923,-8.0,1020.1,69.6,,22.0,71.6,2020-10-05 20:17:32,7.0
451.0,,,188820,-8.0,1020.1,69.5,,22.0,71.6,2020-10-05 20:22:32,7.0
454.0,,,189025,-8.0,1020.1,69.4,,22.0,71.6,2020-10-05 20:27:33,8.0
454.0,,,189437,-8.0,1020.1,69.4,,21.9,71.4,2020-10-05 20:32:33,8.0
453.0,,,189747,-8.0,1020.1,69.3,,21.9,71.4,2020-10-05 20:37:34,8.0
453.0,,,189540,-8.0,1020.1,69.3,,21.9,71.4,2020-10-05 20:42:34,8.0
445.0,,,189851,-8.0,1020.0,69.2,,21.9,71.4,2020-10-05 20:47:34,6.0
447.0,,,189644,-8.0,1020.1,69.2,,21.9,71.4,2020-10-05 20:52:34,7.0
423.0,,,189747,-8.0,1020.1,69.2,,21.8,71.2,2020-10-05 20:57:35,3.0
445.0,,,189954,-8.0,1020.0,69.2,,21.8,71.2,2020-10-05 21:02:35,6.0
447.0,,,189540,-8.0,1020.1,69.2,,21.8,71.2,2020-10-05 21:07:36,7.0
451.0,,,189334,-8.0,1020.1,69.1,,21.9,71.4,2020-10-05 21:12:36,7.0
423.0,,,189437,-8.0,1020.1,69.0,,21.9,71.4,2020-10-05 21:17:36,3.0
445.0,,,189747,-8.0,1020.0,69.0,,21.9,71.4,2020-10-05 21:22:37,6.0
445.0,,,190058,-8.0,1020.0,69.1,,21.9,71.4,2020-10-05 21:27:37,6.0
425.0,,,189644,-8.0,1020.0,69.0,,21.9,71.4,2020-10-05 21:32:37,3.0
425.0,,,189851,-8.0,1019.9,69.1,,21.9,71.4,2020-10-05 21:37:37,3.0
425.0,,,189747,-8.0,1019.9,69.0,,21.9,71.4,2020-10-05 21:42:38,3.0
428.0,,,189334,-8.0,1020.0,69.1,,21.9,71.4,2020-10-05 21:47:38,4.0
408.0,,,189025,-8.0,1019.9,69.0,,21.9,71.4,2020-10-05 21:52:38,1.0
434.0,,,188718,-8.0,1020.0,68.9,,22.0,71.6,2020-10-05 21:57:38,5.0
,,,204593,-8.0,1019.9,68.3,,22.2,72.0,2020-10-05 21:28:36,
,,,193119,-8.0,1019.8,68.6,,22.1,71.8,2020-10-05 22:25:17,
400.0,,,191946,-8.0,1019.8,68.8,,22.0,71.6,2020-10-05 22:30:17,0.0
433.0,,,192798,-8.0,1019.8,69.0,,22.0,71.6,2020-10-05 22:35:18,5.0
447.0,,,192371,-8.0,1019.8,69.1,,21.9,71.4,2020-10-05 22:40:18,7.0
410.0,,,192371,-8.0,1019.8,69.1,,21.9,71.4,2020-10-05 22:45:19,1.0
452.0,,,192052,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 22:50:19,7.0
439.0,,,192052,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 22:55:20,5.0
436.0,,,191629,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 23:00:20,5.0
444.0,,,191208,-8.0,1019.7,69.1,,21.9,71.4,2020-10-05 23:05:20,6.0
459.0,,,190998,-8.0,1019.7,69.1,,21.9,71.4,2020-10-05 23:10:21,8.0
441.0,,,190893,-8.0,1019.7,69.0,,21.9,71.4,2020-10-05 23:15:21,6.0
441.0,,,190683,-8.0,1019.7,69.1,,21.9,71.4,2020-10-05 23:20:22,6.0
455.0,,,191524,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 23:25:22,0.0
475.0,,,190058,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 23:30:23,11.0
463.0,,,190579,-8.0,1019.8,69.0,,21.9,71.4,2020-10-05 23:35:23,9.0
454.0,,,189437,-8.0,1019.8,68.9,,21.9,71.4,2020-10-05 23:40:23,8.0
461.0,,,189954,-8.0,1019.8,68.8,,21.9,71.4,2020-10-05 23:45:24,9.0
461.0,,,189540,-8.0,1019.7,68.8,,21.9,71.4,2020-10-05 23:50:24,9.0
451.0,,,189128,-8.0,1019.7,68.8,,21.9,71.4,2020-10-05 23:55:25,7.0
457.0,,,190162,-8.0,1019.6,68.8,,21.9,71.4,2020-10-06 00:00:25,8.0
452.0,,,189747,-8.0,1019.6,68.8,,21.9,71.4,2020-10-06 00:05:25,7.0
446.0,,,189644,-8.0,1019.6,68.9,,21.9,71.4,2020-10-06 00:10:26,7.0
447.0,,,189025,-8.0,1019.5,68.8,,21.9,71.4,2020-10-06 00:15:26,7.0
400.0,,,188718,-8.0,1019.5,68.9,,21.9,71.4,2020-10-06 00:20:27,0.0
454.0,,,188820,-8.0,1019.5,68.8,,21.9,71.4,2020-10-06 00:25:27,8.0
475.0,,,188615,-8.0,1019.5,68.9,,21.8,71.2,2020-10-06 00:30:27,11.0
466.0,,,188411,-8.0,1019.6,68.9,,21.8,71.2,2020-10-06 00:35:28,10.0
461.0,,,188411,-8.0,1019.5,68.9,,21.8,71.2,2020-10-06 00:40:28,9.0
461.0,,,188207,-8.0,1019.5,68.9,,21.8,71.2,2020-10-06 00:45:29,9.0
461.0,,,188718,-8.0,1019.5,68.9,,21.8,71.2,2020-10-06 00:50:29,9.0
461.0,,,188615,-8.0,1019.5,68.9,,21.8,71.2,2020-10-06 00:55:30,9.0
416.0,,,188003,-8.0,1019.4,68.9,,21.8,71.2,2020-10-06 01:00:30,2.0
461.0,,,188105,-8.0,1019.4,68.9,,21.8,71.2,2020-10-06 01:05:31,9.0
461.0,,,187902,-8.0,1019.4,68.9,,21.8,71.2,2020-10-06 01:10:31,9.0
475.0,,,46189,-8.0,1019.4,68.8,,21.8,71.2,2020-10-06 01:15:32,11.0
478.0,,,187800,-8.0,1019.4,68.8,,21.8,71.2,2020-10-06 01:20:32,11.0
478.0,,,46189,-8.0,1019.5,68.8,,21.8,71.2,2020-10-06 01:25:32,11.0
475.0,,,46189,-8.0,1019.5,68.7,,21.8,71.2,2020-10-06 01:30:33,11.0
463.0,,,16389,-8.0,1257.7,100.0,,-125.1,-193.2,2020-10-06 01:35:33,9.0
466.0,,,187699,-8.0,1019.4,68.7,,21.8,71.2,2020-10-06 01:40:33,10.0
466.0,,,187598,-8.0,1019.4,68.6,,21.9,71.4,2020-10-06 01:45:33,10.0
422.0,,,187598,-8.0,1019.4,68.7,,21.8,71.2,2020-10-06 01:50:34,3.0
466.0,,,187497,-8.0,1019.3,68.6,,21.8,71.2,2020-10-06 01:55:34,10.0
416.0,,,46189,-8.0,1019.2,68.6,,21.8,71.2,2020-10-06 02:00:34,2.0
416.0,,,187497,-8.0,1019.2,68.7,,21.8,71.2,2020-10-06 02:05:35,2.0
418.0,,,187800,-8.0,1019.2,68.6,,21.8,71.2,2020-10-06 02:10:35,2.0
463.0,,,187598,-8.0,1019.2,68.7,,21.8,71.2,2020-10-06 02:15:35,9.0
472.0,,,187598,-8.0,1019.2,68.7,,21.8,71.2,2020-10-06 02:20:36,10.0
472.0,,,46189,-8.0,1019.2,68.7,,21.8,71.2,2020-10-06 02:25:36,10.0
472.0,,,46189,-8.0,1019.1,68.7,,21.8,71.2,2020-10-06 02:30:36,10.0
472.0,,,46189,-8.0,1019.1,68.5,,21.8,71.2,2020-10-06 02:35:37,10.0
38912.0,,,46189,-8.0,1019.2,68.6,,21.8,71.2,2020-10-06 02:40:37,0.0
463.0,,,46189,-8.0,1019.1,68.6,,21.8,71.2,2020-10-06 02:45:38,9.0
463.0,,,46189,-8.0,1019.0,68.6,,21.7,71.1,2020-10-06 02:50:38,9.0
414.0,,,46189,-8.0,1019.0,68.6,,21.7,71.1,2020-10-06 02:55:38,2.0
457.0,,,46189,-8.0,1019.0,68.5,,21.7,71.1,2020-10-06 03:00:39,8.0
454.0,,,46189,-8.0,1018.9,68.6,,21.7,71.1,2020-10-06 03:05:39,8.0
463.0,,,46189,-8.0,1019.0,68.5,,21.7,71.1,2020-10-06 03:10:40,9.0
466.0,,,46189,-8.0,1019.0,68.4,,21.8,71.2,2020-10-06 03:15:40,10.0
478.0,,,46189,-8.0,1018.9,68.4,,21.8,71.2,2020-10-06 03:20:40,11.0
465.0,,,46189,-8.0,1018.9,68.3,,21.8,71.2,2020-10-06 03:25:41,9.0
465.0,,,46189,-8.0,1018.9,68.3,,21.8,71.2,2020-10-06 03:30:41,9.0
418.0,,,46189,-8.0,1018.9,68.3,,21.8,71.2,2020-10-06 03:35:41,2.0
465.0,,,46189,-8.0,1018.9,68.3,,21.7,71.1,2020-10-06 03:40:42,9.0
406.0,,,46189,-8.0,1018.8,68.3,,21.7,71.1,2020-10-06 03:45:42,0.0
475.0,,,46189,-8.0,1018.8,68.2,,21.7,71.1,2020-10-06 03:50:42,11.0
501.0,,,46189,-8.0,1018.8,68.2,,21.8,71.2,2020-10-06 03:55:43,7.0
501.0,,,46189,-8.0,1018.6,68.2,,21.8,71.2,2020-10-06 04:00:43,15.0
454.0,,,46189,-8.0,1018.6,68.2,,21.8,71.2,2020-10-06 04:05:43,8.0
454.0,,,46189,-8.0,1018.6,68.1,,21.8,71.2,2020-10-06 04:10:44,8.0
492.0,,,187497,-8.0,1018.6,68.2,,21.7,71.1,2020-10-06 04:15:44,14.0
492.0,,,46189,-8.0,1018.5,68.1,,21.7,71.1,2020-10-06 04:20:45,14.0
480.0,,,46189,-8.0,1018.6,68.1,,21.7,71.1,2020-10-06 04:25:45,12.0
448.0,,,46189,-8.0,1018.5,68.2,,21.7,71.1,2020-10-06 04:30:45,7.0
485.0,,,46189,-8.0,1018.5,68.2,,21.6,70.9,2020-10-06 04:35:46,12.0
485.0,,,46189,-8.0,1018.6,68.2,,21.6,70.9,2020-10-06 04:40:46,12.0
480.0,,,46189,-8.0,1018.5,68.2,,21.6,70.9,2020-10-06 04:45:47,12.0
480.0,,,46189,-8.0,1018.4,68.2,,21.6,70.9,2020-10-06 04:50:47,12.0
480.0,,,46189,-8.0,1018.5,68.1,,21.7,71.1,2020-10-06 04:55:48,12.0
480.0,,,16389,-8.0,1257.7,100.0,,-125.1,-193.2,2020-10-06 05:00:48,12.0
420.0,,,46189,-8.0,1018.4,68.0,,21.6,70.9,2020-10-06 05:05:49,3.0
420.0,,,46189,-8.0,1018.5,68.0,,21.6,70.9,2020-10-06 05:10:49,3.0
420.0,,,46189,-8.0,1018.5,67.9,,21.6,70.9,2020-10-06 05:15:49,3.0
420.0,,,46189,-8.0,1018.5,67.8,,21.6,70.9,2020-10-06 05:20:49,3.0
462.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:25:50,9.0
470.0,,,46189,-8.0,1018.4,67.9,,21.6,70.9,2020-10-06 05:30:50,10.0
476.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:35:50,11.0
485.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:40:50,4.0
492.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:45:51,14.0
506.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:50:51,16.0
506.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 05:55:51,16.0
506.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 06:00:51,16.0
506.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 06:05:52,16.0
523.0,,,46189,-8.0,1018.4,67.8,,21.7,71.1,2020-10-06 06:10:52,18.0
529.0,,,46189,-8.0,1018.4,67.9,,21.7,71.1,2020-10-06 06:15:53,19.0
534.0,,,46189,-8.0,1018.4,67.8,,21.7,71.1,2020-10-06 06:20:53,20.0
529.0,,,46189,-8.0,1018.5,67.8,,21.7,71.1,2020-10-06 06:25:53,19.0
529.0,,,46189,-8.0,1018.4,67.9,,21.7,71.1,2020-10-06 06:30:54,19.0
540.0,,,46189,-8.0,1018.4,67.8,,21.8,71.2,2020-10-06 06:35:54,21.0
560.0,,,46189,-8.0,1018.3,67.8,,21.8,71.2,2020-10-06 06:40:54,24.0
552.0,,,46189,-8.0,1018.3,67.8,,21.8,71.2,2020-10-06 06:45:55,23.0
552.0,,,187497,-8.0,1018.3,67.8,,21.8,71.2,2020-10-06 06:50:55,23.0
560.0,,,46189,-8.0,1018.3,67.9,,21.7,71.1,2020-10-06 06:55:56,24.0
552.0,,,187497,-8.0,1018.3,67.9,,21.8,71.2,2020-10-06 07:00:56,23.0
560.0,,,46189,-8.0,1018.3,67.9,,21.8,71.2,2020-10-06 07:05:56,24.0
560.0,,,46189,-8.0,1018.3,67.8,,21.8,71.2,2020-10-06 07:10:57,24.0
564.0,,,187699,-8.0,1018.3,67.8,,21.8,71.2,2020-10-06 07:15:57,24.0
560.0,,,187699,-8.0,1018.2,67.8,,21.8,71.2,2020-10-06 07:20:57,24.0
564.0,,,46189,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 07:25:57,24.0
560.0,,,187497,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 07:30:58,24.0
572.0,,,46189,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 07:35:58,26.0
572.0,,,187699,-8.0,1018.2,67.7,,21.7,71.1,2020-10-06 07:40:58,26.0
560.0,,,46189,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 07:45:58,24.0
564.0,,,46189,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 07:50:59,24.0
564.0,,,46189,-8.0,1018.3,67.8,,21.7,71.1,2020-10-06 07:55:59,24.0
564.0,,,46189,-8.0,1018.2,67.7,,21.8,71.2,2020-10-06 08:00:59,24.0
572.0,,,187598,-8.0,1018.3,67.7,,21.7,71.1,2020-10-06 08:06:00,26.0
529.0,,,187497,-8.0,1018.2,67.7,,21.7,71.1,2020-10-06 08:11:00,19.0
572.0,,,187598,-8.0,1018.2,67.8,,21.7,71.1,2020-10-06 08:16:00,26.0
578.0,,,187598,-8.0,1018.3,67.8,,21.7,71.1,2020-10-06 08:21:01,27.0
572.0,,,187598,-8.0,1018.3,67.9,,21.7,71.1,2020-10-06 08:26:01,26.0
586.0,,,46189,-8.0,1018.3,67.9,,21.7,71.1,2020-10-06 08:31:02,28.0
666.0,,,46189,-8.0,1018.3,67.7,,21.8,71.2,2020-10-06 08:36:02,40.0
915.0,,,46189,-8.0,1018.3,66.9,,22.2,72.0,2020-10-06 08:41:02,78.0
1168.0,,,46189,-8.0,1018.4,66.6,,22.4,72.3,2020-10-06 08:46:03,117.0
1181.0,,,46189,-8.0,1018.4,66.6,,22.4,72.3,2020-10-06 08:51:03,118.0
1168.0,,,46189,-8.0,1018.4,66.7,,22.4,72.3,2020-10-06 08:56:03,96.0
1255.0,,,46189,-8.0,1018.3,66.5,,22.6,72.7,2020-10-06 09:01:04,130.0
1270.0,,,46189,-8.0,1018.3,66.5,,22.6,72.7,2020-10-06 09:06:04,132.0
1310.0,,,46189,-8.0,1018.3,67.3,,22.3,72.1,2020-10-06 09:11:05,138.0
1345.0,,,187497,-8.0,1018.3,67.9,,22.2,72.0,2020-10-06 09:16:05,143.0
1453.0,,,188105,-8.0,1018.3,68.1,,22.2,72.0,2020-10-06 09:21:05,160.0
1385.0,,,189334,-8.0,1018.3,68.4,,22.0,71.6,2020-10-06 09:26:05,122.0
1324.0,,,190370,-8.0,1018.4,68.5,,21.9,71.4,2020-10-06 09:31:06,140.0
1204.0,,,190788,-8.0,1018.3,67.8,,22.0,71.6,2020-10-06 09:36:06,122.0
1235.0,,,190998,-8.0,1018.3,67.6,,22.0,71.6,2020-10-06 09:41:06,127.0
1235.0,,,191418,-8.0,1018.3,67.6,,22.0,71.6,2020-10-06 09:46:06,127.0
1118.0,,,192158,-8.0,1018.3,67.6,,21.9,71.4,2020-10-06 09:51:07,109.0
1118.0,,,192691,-8.0,1018.3,67.7,,21.9,71.4,2020-10-06 09:56:07,109.0
1050.0,,,192798,-8.0,1018.3,67.6,,21.9,71.4,2020-10-06 10:01:07,99.0
1014.0,,,193119,-8.0,1018.2,67.9,,21.8,71.2,2020-10-06 10:06:08,93.0
964.0,,,192905,-8.0,1018.2,68.0,,21.8,71.2,2020-10-06 10:11:08,85.0
964.0,,,192478,-8.0,1018.1,68.1,,21.8,71.2,2020-10-06 10:16:08,85.0
870.0,,,192691,-8.0,1018.1,68.2,,21.7,71.1,2020-10-06 10:21:08,71.0
915.0,,,193657,-8.0,1018.0,68.3,,21.7,71.1,2020-10-06 10:26:09,78.0
915.0,,,194197,-8.0,1018.0,68.3,,21.6,70.9,2020-10-06 10:31:09,58.0
889.0,,,194523,-8.0,1018.0,68.3,,21.6,70.9,2020-10-06 10:36:09,74.0
880.0,,,194306,-8.0,1018.0,68.4,,21.6,70.9,2020-10-06 10:41:10,73.0
870.0,,,194523,-8.0,1017.9,68.4,,21.6,70.9,2020-10-06 10:46:10,71.0
844.0,,,193981,-8.0,1017.9,68.5,,21.6,70.9,2020-10-06 10:51:10,67.0
834.0,,,193549,-8.0,1017.8,68.6,,21.5,70.7,2020-10-06 10:56:11,66.0
825.0,,,192905,-8.0,1017.8,68.6,,21.5,70.7,2020-10-06 11:01:11,64.0
804.0,,,193334,-8.0,1017.7,68.7,,21.5,70.7,2020-10-06 11:06:11,61.0
804.0,,,194089,-8.0,1017.7,68.7,,21.5,70.7,2020-10-06 11:11:12,61.0
804.0,,,194089,-8.0,1017.7,68.7,,21.5,70.7,2020-10-06 11:16:12,61.0
804.0,,,194197,-8.0,1017.6,68.6,,21.4,70.5,2020-10-06 11:21:12,61.0
785.0,,,194414,-8.0,1017.7,68.7,,21.4,70.5,2020-10-06 11:26:12,58.0
795.0,,,194741,-8.0,1017.6,68.6,,21.4,70.5,2020-10-06 11:31:13,60.0
776.0,,,193872,-8.0,1017.6,68.8,,21.4,70.5,2020-10-06 11:36:13,57.0
785.0,,,193657,-8.0,1017.5,68.9,,21.4,70.5,2020-10-06 11:41:13,58.0
776.0,,,193872,-8.0,1017.4,68.8,,21.5,70.7,2020-10-06 11:46:14,57.0
776.0,,,194306,-8.0,1017.4,68.8,,21.5,70.7,2020-10-06 11:51:14,57.0
776.0,,,194850,-8.0,1017.2,68.8,,21.5,70.7,2020-10-06 11:56:14,57.0
776.0,,,194741,-8.0,1017.2,68.8,,21.5,70.7,2020-10-06 12:01:14,57.0
776.0,,,194741,-8.0,1017.1,68.7,,21.5,70.7,2020-10-06 12:06:15,57.0
776.0,,,194741,-8.0,1017.1,68.7,,21.5,70.7,2020-10-06 12:11:15,57.0
768.0,,,194306,-8.0,1017.1,68.8,,21.5,70.7,2020-10-06 12:16:15,56.0
768.0,,,194306,-8.0,1017.0,68.9,,21.5,70.7,2020-10-06 12:21:16,56.0
768.0,,,193981,-8.0,1017.0,68.9,,21.5,70.7,2020-10-06 12:26:16,56.0
740.0,,,193764,-8.0,1017.0,69.1,,21.5,70.7,2020-10-06 12:31:16,51.0
768.0,,,193764,-8.0,1016.9,69.0,,21.5,70.7,2020-10-06 12:36:17,56.0
749.0,,,193549,-8.0,1016.9,69.1,,21.5,70.7,2020-10-06 12:41:17,53.0
785.0,,,193441,-8.0,1016.9,69.1,,21.5,70.7,2020-10-06 12:46:17,58.0
719.0,,,193441,-8.0,1016.8,69.1,,21.5,70.7,2020-10-06 12:51:17,48.0
804.0,,,193549,-8.0,1016.8,69.2,,21.5,70.7,2020-10-06 12:56:18,61.0
825.0,,,193549,-8.0,1016.6,69.2,,21.5,70.7,2020-10-06 13:01:18,45.0
825.0,,,193441,-8.0,1016.5,69.3,,21.5,70.7,2020-10-06 13:06:18,64.0
844.0,,,193657,-8.0,1016.4,69.4,,21.5,70.7,2020-10-06 13:11:19,67.0
870.0,,,193764,-8.0,1016.3,69.5,,21.5,70.7,2020-10-06 13:16:19,71.0
844.0,,,193334,-8.0,1016.3,69.5,,21.5,70.7,2020-10-06 13:21:19,67.0
844.0,,,193119,-8.0,1016.2,69.4,,21.6,70.9,2020-10-06 13:26:20,67.0
870.0,,,192691,-8.0,1016.2,69.3,,21.6,70.9,2020-10-06 13:31:20,71.0
870.0,,,192371,-8.0,1016.2,69.4,,21.6,70.9,2020-10-06 13:36:20,71.0
870.0,,,192478,-8.0,1016.1,69.4,,21.6,70.9,2020-10-06 13:41:21,71.0
880.0,,,192584,-8.0,1016.1,69.5,,21.6,70.9,2020-10-06 13:46:21,73.0
880.0,,,192798,-8.0,1016.0,69.6,,21.5,70.7,2020-10-06 13:51:21,73.0
935.0,,,193012,-8.0,1016.0,69.8,,21.5,70.7,2020-10-06 13:56:21,81.0
935.0,,,192798,-8.0,1015.9,69.8,,21.5,70.7,2020-10-06 14:01:22,81.0
935.0,,,193012,-8.0,1015.9,69.9,,21.5,70.7,2020-10-06 14:06:22,81.0
954.0,,,193012,-8.0,1015.8,69.9,,21.5,70.7,2020-10-06 14:11:22,84.0
954.0,,,192584,-8.0,1015.6,69.9,,21.5,70.7,2020-10-06 14:16:23,84.0
935.0,,,192052,-8.0,1015.6,69.9,,21.5,70.7,2020-10-06 14:21:23,81.0
880.0,,,191524,-8.0,1015.5,69.7,,21.5,70.7,2020-10-06 14:26:23,73.0
954.0,,,191418,-8.0,1015.4,69.9,,21.5,70.7,2020-10-06 14:31:23,84.0
935.0,,,191946,-8.0,1015.4,69.8,,21.5,70.7,2020-10-06 14:36:24,81.0
964.0,,,191841,-8.0,1015.3,69.9,,21.5,70.7,2020-10-06 14:41:24,85.0
964.0,,,191524,-8.0,1015.3,69.9,,21.5,70.7,2020-10-06 14:46:24,85.0
964.0,,,192265,-8.0,1015.2,70.1,,21.5,70.7,2020-10-06 14:51:25,85.0
964.0,,,192478,-8.0,1015.2,70.2,,21.5,70.7,2020-10-06 14:56:25,85.0
954.0,,,192371,-8.0,1015.1,70.2,,21.5,70.7,2020-10-06 15:01:25,84.0
954.0,,,192052,-8.0,1015.0,70.1,,21.5,70.7,2020-10-06 15:06:26,84.0
954.0,,,191735,-8.0,1015.0,70.1,,21.5,70.7,2020-10-06 15:11:26,84.0
964.0,,,191629,-8.0,1014.9,70.2,,21.5,70.7,2020-10-06 15:16:26,85.0
954.0,,,191418,-8.0,1014.8,70.1,,21.5,70.7,2020-10-06 15:21:26,84.0
975.0,,,191524,-8.0,1014.7,70.2,,21.4,70.5,2020-10-06 15:26:27,87.0
990.0,,,192371,-8.0,1014.7,70.4,,21.4,70.5,2020-10-06 15:31:27,89.0
1001.0,,,192052,-8.0,1014.7,70.4,,21.4,70.5,2020-10-06 15:36:27,91.0
1014.0,,,191841,-8.0,1014.6,70.4,,21.4,70.5,2020-10-06 15:41:28,93.0
