co2_room,gas_room,offset_from_utc,pressure_room,rh_room,temp_c_room,time,total_voc_room
466.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 05:42:45,10.0
466.0,46189,-8.0,1017.7,68.2,22.0,2020-10-02 05:47:45,10.0
472.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 05:52:45,10.0
480.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 05:57:45,12.0
482.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 06:02:45,12.0
439.0,46189,-8.0,1017.7,68.4,22.0,2020-10-02 06:07:46,5.0
498.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 06:12:46,14.0
502.0,46189,-8.0,1017.8,68.4,22.0,2020-10-02 06:17:46,15.0
502.0,46189,-8.0,1017.8,68.4,22.0,2020-10-02 06:22:46,15.0
508.0,46189,-8.0,1017.8,68.3,22.0,2020-10-02 06:27:46,16.0
517.0,46189,-8.0,1017.8,68.3,22.1,2020-10-02 06:32:47,17.0
524.0,46189,-8.0,1017.7,68.3,22.0,2020-10-02 06:37:47,18.0
534.0,46189,-8.0,1017.7,68.4,22.1,2020-10-02 06:42:47,20.0
524.0,46189,-8.0,1017.7,68.4,22.1,2020-10-02 06:47:47,18.0
537.0,46189,-8.0,1017.7,68.4,22.1,2020-10-02 06:52:48,20.0
548.0,46189,-8.0,1017.7,68.4,22.1,2020-10-02 06:57:48,22.0
524.0,46189,-8.0,1017.7,68.3,22.1,2020-10-02 07:02:48,18.0
566.0,46189,-8.0,1017.8,68.2,22.1,2020-10-02 07:07:48,25.0
566.0,46189,-8.0,1017.8,68.3,22.1,2020-10-02 07:12:48,25.0
569.0,46189,-8.0,1017.8,68.4,22.1,2020-10-02 07:17:49,25.0
569.0,46189,-8.0,1017.8,68.4,22.1,2020-10-02 07:22:49,25.0
578.0,46189,-8.0,1017.8,68.6,22.1,2020-10-02 07:27:49,27.0
589.0,46189,-8.0,1017.8,68.4,22.1,2020-10-02 07:32:49,28.0
