co2_room,coir50_vwc,gas_room,offset_from_utc,pressure_room,rh_room,rockwool_vwc,temp_c_room,temp_f_room,time,total_voc_room
2839.0,25.0,3315759,-8.0,1029.5,50.6,39.6,20.5,68.9,2020-12-04 08:28:34,371.0
2666.0,25.0,3331371,-8.0,1029.5,50.4,39.7,20.3,68.5,2020-12-04 08:38:34,345.0
2666.0,25.0,3333333,-8.0,1029.6,51.0,39.7,20.3,68.5,2020-12-04 08:48:34,345.0
2414.0,25.0,3377088,-8.0,1029.5,51.1,39.8,20.2,68.4,2020-12-04 08:58:35,306.0
2414.0,24.7,3359050,-8.0,1029.5,51.2,39.3,20.2,68.4,2020-12-04 09:08:35,306.0
2445.0,24.7,3375075,-8.0,1029.3,51.0,39.2,20.1,68.2,2020-12-04 09:18:36,311.0
1860.0,24.8,3381123,-8.0,1029.3,50.8,39.3,20.1,68.2,2020-12-04 09:28:36,222.0
2017.0,24.8,3375075,-8.0,1029.3,51.1,39.5,20.1,68.2,2020-12-04 09:38:36,246.0
1805.0,24.8,3365042,-8.0,1029.2,51.1,39.3,20.1,68.2,2020-12-04 09:48:37,214.0
1478.0,24.8,3353081,-8.0,1029.0,50.9,39.4,20.1,68.2,2020-12-04 09:58:37,164.0
1565.0,24.8,3349112,-8.0,1028.9,51.0,39.2,20.1,68.2,2020-12-04 10:08:37,177.0
1281.0,24.8,3359050,-8.0,1028.9,51.1,39.2,20.1,68.2,2020-12-04 10:18:38,134.0
949.0,24.7,3343178,-8.0,1028.9,51.0,38.9,20.1,68.2,2020-12-04 10:28:38,83.0
1081.0,24.8,3337264,-8.0,1028.9,51.1,39.0,20.1,68.2,2020-12-04 10:38:39,103.0
959.0,24.8,3347132,-8.0,1028.7,51.2,39.1,20.1,68.2,2020-12-04 10:48:39,85.0
726.0,24.8,3343178,-8.0,1028.6,51.0,39.2,20.1,68.2,2020-12-04 10:58:39,49.0
726.0,24.9,3319648,-8.0,1028.4,50.7,39.0,20.1,68.2,2020-12-04 11:08:40,49.0
706.0,24.9,3333333,-8.0,1028.2,51.0,39.1,20.0,68.0,2020-12-04 11:18:40,46.0
699.0,24.8,3335298,-8.0,1028.1,50.7,39.1,20.1,68.2,2020-12-04 11:28:40,45.0
646.0,24.8,3343178,-8.0,1028.1,51.3,38.9,20.0,68.0,2020-12-04 11:38:41,37.0
646.0,25.3,3304145,-8.0,1027.9,50.7,39.0,20.1,68.2,2020-12-04 11:48:41,37.0
626.0,24.8,3333333,-8.0,1027.8,51.2,38.8,20.0,68.0,2020-12-04 11:58:41,19.0
633.0,24.8,3327454,-8.0,1027.6,50.9,38.8,20.1,68.2,2020-12-04 12:08:42,35.0
589.0,24.8,3317702,-8.0,1027.3,51.5,38.8,20.1,68.2,2020-12-04 12:18:42,28.0
564.0,24.8,3321596,-8.0,1027.2,51.4,38.8,20.1,68.2,2020-12-04 12:28:43,24.0
564.0,24.8,3311878,-8.0,1027.2,51.5,38.7,20.1,68.2,2020-12-04 12:38:43,24.0
581.0,24.7,3315759,-8.0,1026.9,51.7,38.5,20.1,68.2,2020-12-04 12:48:43,27.0
581.0,24.7,3281159,-8.0,1026.7,51.5,38.6,20.1,68.2,2020-12-04 12:58:44,27.0
589.0,24.7,3286876,-8.0,1026.5,51.8,38.5,20.1,68.2,2020-12-04 13:08:44,28.0
500.0,24.6,3283063,-8.0,1026.3,51.4,38.6,20.1,68.2,2020-12-04 13:18:44,15.0
596.0,24.7,3284968,-8.0,1026.2,51.8,38.6,20.1,68.2,2020-12-04 13:28:45,29.0
575.0,24.6,3288786,-8.0,1026.1,51.9,38.5,20.1,68.2,2020-12-04 13:38:45,26.0
505.0,24.6,3273569,-8.0,1025.9,51.4,38.5,20.1,68.2,2020-12-04 13:48:45,15.0
