co2_room,coir50_vwc,gas_room,offset_from_utc,pressure_room,rh_room,rockwool_vwc,temp_c_room,temp_f_room,time,total_voc_room
6153.0,12.4,734683,-8.0,1018.5,51.3,9.5,19.9,67.8,2020-12-02 15:07:18,876.0
5690.0,12.5,734683,-8.0,1018.6,51.1,9.6,20.0,68.0,2020-12-02 15:17:19,805.0
5348.0,12.5,734683,-8.0,1018.5,51.0,9.5,20.0,68.0,2020-12-02 15:27:19,753.0
4964.0,12.6,734683,-8.0,1018.5,51.0,9.5,19.9,67.8,2020-12-02 15:37:19,695.0
4142.0,12.6,3039742,-8.0,1018.5,51.0,9.6,19.9,67.8,2020-12-02 15:47:20,570.0
5197.0,11.8,3039742,-8.0,1018.6,51.0,9.6,19.9,67.8,2020-12-02 15:57:20,730.0
5525.0,12.2,734683,-8.0,1018.6,50.9,9.5,19.9,67.8,2020-12-02 16:07:20,780.0
5861.0,11.6,734683,-8.0,1018.6,50.4,9.5,20.3,68.5,2020-12-02 16:17:21,831.0
5794.0,11.4,734683,-8.0,1018.5,50.2,9.5,20.5,68.9,2020-12-02 16:27:21,821.0
6255.0,11.3,734683,-8.0,1018.5,50.0,9.5,20.7,69.3,2020-12-02 16:37:21,891.0
6255.0,11.5,734683,-8.0,1018.5,49.9,9.5,20.8,69.4,2020-12-02 16:47:22,891.0
4068.0,11.3,734683,-8.0,1018.4,49.8,9.5,20.8,69.4,2020-12-02 16:57:22,558.0
7126.0,11.2,734683,-8.0,1018.4,49.6,9.5,20.9,69.6,2020-12-02 17:07:22,1024.0
7462.0,11.2,734683,-8.0,1018.3,49.8,9.5,20.8,69.4,2020-12-02 17:17:23,1075.0
6070.0,10.5,734683,-8.0,1018.2,49.5,9.5,21.0,69.8,2020-12-02 17:27:23,863.0
7462.0,10.7,734683,-8.0,1018.4,49.6,9.5,20.8,69.4,2020-12-02 17:37:23,1075.0
7462.0,10.6,734683,-8.0,1018.5,49.8,9.5,20.6,69.1,2020-12-02 17:47:24,1075.0
7985.0,10.0,3039742,-8.0,1018.4,49.9,9.5,20.4,68.7,2020-12-02 17:57:24,1155.0
7612.0,9.9,3039742,-8.0,1018.5,50.0,9.5,20.3,68.5,2020-12-02 18:07:24,1098.0
7391.0,9.9,3039742,-8.0,1018.6,50.1,9.5,20.2,68.4,2020-12-02 18:17:25,1065.0
7510.0,9.9,3047927,-8.0,1018.6,50.0,9.5,20.1,68.2,2020-12-02 18:27:25,1083.0
6393.0,9.8,3066089,-8.0,1018.7,50.0,9.5,20.0,68.0,2020-12-02 18:37:26,912.0
7264.0,9.9,3071080,-8.0,1018.7,50.1,9.5,19.9,67.8,2020-12-02 18:47:26,1045.0
7391.0,9.9,3097975,-8.0,1018.6,50.0,9.5,19.9,67.8,2020-12-02 18:57:26,1065.0
7391.0,9.8,3082789,-8.0,1018.7,49.8,9.5,20.1,68.2,2020-12-02 19:07:27,1065.0
7391.0,9.9,3092896,-8.0,1018.7,49.6,9.5,20.1,68.2,2020-12-02 19:17:27,1065.0
6925.0,9.9,3097975,-8.0,1018.7,49.7,9.5,20.0,68.0,2020-12-02 19:27:27,994.0
6279.0,9.5,3111600,-8.0,1018.9,49.7,9.5,19.9,67.8,2020-12-02 19:37:28,895.0
6279.0,9.5,3120176,-8.0,1019.0,49.6,9.5,20.0,68.0,2020-12-02 19:47:28,895.0
7612.0,9.4,3062771,-8.0,1019.0,48.9,9.4,20.6,69.1,2020-12-02 19:57:28,1098.0
7839.0,9.3,3061114,-8.0,1018.9,48.8,9.5,20.5,68.9,2020-12-02 20:07:29,1133.0
7626.0,9.2,3079434,-8.0,1019.0,48.8,9.5,20.5,68.9,2020-12-02 20:17:29,1100.0
7708.0,9.3,3046286,-8.0,1019.0,48.1,9.5,20.9,69.6,2020-12-02 20:27:30,1113.0
6303.0,9.2,3046286,-8.0,1019.1,48.4,9.5,20.8,69.4,2020-12-02 20:37:30,899.0
7835.0,9.2,3039742,-8.0,1019.3,48.0,9.5,21.1,70.0,2020-12-02 20:47:31,1132.0
7461.0,9.4,3044648,-8.0,1019.4,48.0,9.5,21.0,69.8,2020-12-02 20:57:31,1075.0
5968.0,9.2,3067751,-8.0,1019.5,47.9,9.5,21.0,69.8,2020-12-02 21:07:31,848.0
7854.0,9.2,3066089,-8.0,1019.5,47.8,9.5,21.1,70.0,2020-12-02 21:17:32,1135.0
7107.0,9.5,3086150,-8.0,1019.6,47.9,9.5,20.9,69.6,2020-12-02 21:27:32,1021.0
6362.0,9.3,3125345,-8.0,1019.6,47.7,9.5,20.8,69.4,2020-12-02 21:37:32,908.0
5707.0,9.2,3153203,-8.0,1019.6,47.5,9.5,20.6,69.1,2020-12-02 21:47:33,808.0
5327.0,9.3,3172646,-8.0,1019.7,47.7,9.6,20.4,68.7,2020-12-02 21:57:33,750.0
4631.0,9.2,3199548,-8.0,1019.6,47.8,9.5,20.3,68.5,2020-12-02 22:07:33,644.0
3923.0,9.2,3219568,-8.0,1019.7,47.9,9.5,20.2,68.4,2020-12-02 22:17:34,536.0
4262.0,9.1,3243553,-8.0,1019.7,48.0,9.5,20.1,68.2,2020-12-02 22:27:34,588.0
3720.0,9.0,3252874,-8.0,1019.6,48.0,9.5,20.0,68.0,2020-12-02 22:37:34,505.0
3635.0,8.9,3279258,-8.0,1019.7,47.9,9.5,20.0,68.0,2020-12-02 22:47:35,492.0
3502.0,8.8,3262248,-8.0,1019.6,47.9,9.5,20.0,68.0,2020-12-02 22:57:35,472.0
3535.0,8.8,3262248,-8.0,1019.7,47.9,9.5,20.0,68.0,2020-12-02 23:07:36,477.0
3131.0,8.8,3284968,-8.0,1019.7,47.9,9.4,19.9,67.8,2020-12-02 23:17:36,416.0
3408.0,8.7,3288786,-8.0,1019.6,47.8,9.5,19.9,67.8,2020-12-02 23:27:36,458.0
3408.0,8.7,3292612,-8.0,1019.7,47.8,9.5,19.8,67.6,2020-12-02 23:37:36,458.0
3369.0,8.6,3313817,-8.0,1019.7,47.9,9.4,19.8,67.6,2020-12-02 23:47:37,452.0
3284.0,8.5,3304145,-8.0,1019.7,47.9,9.4,19.8,67.6,2020-12-02 23:57:37,439.0
2663.0,8.5,3304145,-8.0,1019.7,47.9,9.4,19.7,67.5,2020-12-03 00:07:37,344.0
3330.0,8.6,3333333,-8.0,1019.8,48.0,9.4,19.7,67.5,2020-12-03 00:17:38,446.0
3023.0,8.6,3343178,-8.0,1019.9,48.0,9.3,19.6,67.3,2020-12-03 00:27:38,399.0
2951.0,8.6,3349112,-8.0,1019.9,48.2,9.3,19.6,67.3,2020-12-03 00:37:38,388.0
1982.0,8.6,3349112,-8.0,1020.0,48.2,9.3,19.6,67.3,2020-12-03 00:47:39,241.0
2922.0,8.6,3361045,-8.0,1020.0,48.1,9.4,19.5,67.1,2020-12-03 00:57:39,384.0
2300.0,8.4,3369048,-8.0,1020.2,48.2,9.3,19.4,66.9,2020-12-03 01:07:40,289.0
2850.0,8.3,3373063,-8.0,1020.2,48.2,9.3,19.4,66.9,2020-12-03 01:17:40,373.0
2820.0,8.5,3381123,-8.0,1020.2,48.3,9.4,19.4,66.9,2020-12-03 01:27:40,368.0
2749.0,8.3,3381123,-8.0,1020.3,48.3,9.3,19.4,66.9,2020-12-03 01:37:40,357.0
2724.0,8.4,3385167,-8.0,1020.4,48.2,9.4,19.4,66.9,2020-12-03 01:47:41,354.0
2328.0,8.4,3383144,-8.0,1020.4,48.2,9.4,19.3,66.7,2020-12-03 01:57:41,293.0
2632.0,8.3,3403488,-8.0,1020.4,48.3,9.4,19.2,66.6,2020-12-03 02:07:41,340.0
2632.0,8.3,3407586,-8.0,1020.5,48.4,9.3,19.2,66.6,2020-12-03 02:17:42,340.0
2663.0,8.3,3403488,-8.0,1020.4,48.4,9.4,19.2,66.6,2020-12-03 02:27:42,344.0
2663.0,8.3,3424077,-8.0,1020.5,48.3,9.4,19.2,66.6,2020-12-03 02:37:42,344.0
2632.0,8.3,3409639,-8.0,1020.6,48.4,9.4,19.1,66.4,2020-12-03 02:47:43,340.0
2603.0,8.2,3417874,-8.0,1020.6,48.4,9.4,19.1,66.4,2020-12-03 02:57:43,335.0
2603.0,8.1,3432383,-8.0,1020.7,48.4,9.3,19.1,66.4,2020-12-03 03:07:44,335.0
2603.0,8.1,3424077,-8.0,1020.6,48.3,9.3,19.1,66.4,2020-12-03 03:17:44,335.0
2663.0,8.0,3424077,-8.0,1020.5,48.3,9.3,19.1,66.4,2020-12-03 03:27:44,344.0
2724.0,8.0,3432383,-8.0,1020.3,48.3,9.3,19.0,66.2,2020-12-03 03:37:44,354.0
2663.0,8.0,3436551,-8.0,1020.2,48.3,9.3,19.0,66.2,2020-12-03 03:47:45,344.0
2689.0,7.9,3411694,-8.0,1020.2,48.4,9.3,19.0,66.2,2020-12-03 03:57:45,348.0
2724.0,8.0,3430303,-8.0,1020.2,48.4,9.3,19.0,66.2,2020-12-03 04:07:45,354.0
2850.0,8.0,3438639,-8.0,1020.1,48.4,9.3,19.0,66.2,2020-12-03 04:17:46,373.0
2850.0,8.0,3407586,-8.0,1020.1,48.3,9.3,19.1,66.4,2020-12-03 04:27:46,373.0
3252.0,8.0,3407586,-8.0,1020.1,48.0,9.3,19.2,66.6,2020-12-03 04:37:47,434.0
3089.0,8.0,3403488,-8.0,1020.0,48.0,9.3,19.2,66.6,2020-12-03 04:47:47,409.0
3089.0,7.9,3403488,-8.0,1020.0,48.0,9.3,19.1,66.4,2020-12-03 04:57:47,409.0
3131.0,7.9,3401442,-8.0,1019.9,48.0,9.3,19.1,66.4,2020-12-03 05:07:48,416.0
3635.0,7.9,3375075,-8.0,1020.1,47.7,9.4,19.3,66.7,2020-12-03 05:17:48,492.0
3284.0,7.9,3383144,-8.0,1020.1,47.8,9.3,19.2,66.6,2020-12-03 05:27:48,439.0
3678.0,7.8,3343178,-8.0,1020.2,47.4,9.3,19.5,67.1,2020-12-03 05:37:48,499.0
3459.0,7.8,3355068,-8.0,1020.2,47.6,9.3,19.4,66.9,2020-12-03 05:47:49,466.0
3872.0,7.8,3341204,-8.0,1020.2,47.2,9.4,19.6,67.3,2020-12-03 05:57:49,422.0
3535.0,7.9,3347132,-8.0,1020.2,47.4,9.4,19.4,66.9,2020-12-03 06:07:49,477.0
3727.0,7.9,3335298,-8.0,1020.2,47.1,9.4,19.5,67.1,2020-12-03 06:17:50,506.0
3727.0,7.8,3347132,-8.0,1020.2,47.2,9.4,19.4,66.9,2020-12-03 06:27:50,506.0
3678.0,7.8,3347132,-8.0,1020.3,47.0,9.4,19.5,67.1,2020-12-03 06:37:50,499.0
3502.0,7.8,3357058,-8.0,1020.4,47.2,9.4,19.5,67.1,2020-12-03 06:47:51,472.0
3727.0,7.8,3333333,-8.0,1020.5,46.9,9.4,19.6,67.3,2020-12-03 06:57:51,506.0
3727.0,7.7,3347132,-8.0,1020.7,47.1,9.3,19.5,67.1,2020-12-03 07:07:52,506.0
3589.0,7.7,3357058,-8.0,1020.8,47.2,9.3,19.4,66.9,2020-12-03 07:17:52,485.0
3727.0,7.6,3325499,-8.0,1020.9,47.1,9.3,19.6,67.3,2020-12-03 07:27:52,506.0
3589.0,7.6,3335298,-8.0,1021.1,47.3,9.3,19.5,67.1,2020-12-03 07:37:52,485.0
3284.0,7.6,3309942,-8.0,1021.3,46.9,9.3,19.8,67.6,2020-12-03 07:47:53,439.0
3872.0,7.6,3327454,-8.0,1021.4,47.2,9.3,19.6,67.3,2020-12-03 07:57:53,528.0
4431.0,7.7,3284968,-8.0,1021.5,46.7,9.4,20.0,68.0,2020-12-03 08:07:53,614.0
5065.0,7.7,3269786,-8.0,1021.6,46.7,9.3,20.3,68.5,2020-12-03 08:17:54,710.0
4487.0,7.6,3249139,-8.0,1021.6,47.0,9.3,20.5,68.9,2020-12-03 08:27:54,622.0
5691.0,7.7,3260369,-8.0,1021.7,47.0,9.3,20.6,69.1,2020-12-03 08:37:54,806.0
5287.0,7.6,3298368,-8.0,1021.9,47.6,9.4,20.4,68.7,2020-12-03 08:47:55,744.0
5137.0,7.6,3323547,-8.0,1022.1,47.6,9.3,20.3,68.5,2020-12-03 08:57:55,721.0
5287.0,7.5,3343178,-8.0,1022.4,47.9,9.3,20.2,68.4,2020-12-03 09:07:56,744.0
5368.0,7.5,3355068,-8.0,1022.5,47.9,9.3,20.1,68.2,2020-12-03 09:17:56,756.0
5137.0,7.5,3373063,-8.0,1022.7,48.3,9.2,20.1,68.2,2020-12-03 09:27:56,721.0
4855.0,7.4,3397359,-8.0,1022.7,48.8,9.2,20.1,68.2,2020-12-03 09:37:57,678.0
4784.0,7.4,3415812,-8.0,1022.8,48.4,9.2,20.1,68.2,2020-12-03 09:47:57,552.0
4372.0,7.4,3440729,-8.0,1023.0,48.1,9.2,20.1,68.2,2020-12-03 09:57:57,605.0
3589.0,7.4,3457544,-8.0,1023.1,48.5,9.2,20.0,68.0,2020-12-03 10:07:57,485.0
3589.0,7.4,3461774,-8.0,1023.3,48.8,9.3,20.0,68.0,2020-12-03 10:17:58,485.0
3589.0,7.4,3476658,-8.0,1023.4,48.8,9.2,20.0,68.0,2020-12-03 10:27:58,485.0
4026.0,7.4,3491672,-8.0,1023.4,48.6,9.3,19.9,67.8,2020-12-03 10:37:58,552.0
3369.0,7.4,3513346,-8.0,1023.3,49.0,9.2,20.0,68.0,2020-12-03 10:47:58,452.0
4079.0,7.4,3528678,-8.0,1023.3,48.9,9.2,19.9,67.8,2020-12-03 10:57:59,560.0
3369.0,7.4,3550816,-8.0,1023.1,49.2,9.2,19.9,67.8,2020-12-03 11:07:59,452.0
3678.0,7.4,3561989,-8.0,1023.2,49.3,9.2,19.8,67.6,2020-12-03 11:17:59,499.0
3408.0,7.4,3580013,-8.0,1023.3,49.6,9.2,19.8,67.6,2020-12-03 11:27:59,458.0
3635.0,7.4,3598220,-8.0,1023.2,49.6,9.2,19.7,67.5,2020-12-03 11:38:00,492.0
3369.0,7.4,3605096,-8.0,1023.1,49.9,9.2,19.7,67.5,2020-12-03 11:48:00,452.0
3589.0,7.4,3618926,-8.0,1023.0,49.9,9.2,19.7,67.5,2020-12-03 11:58:00,485.0
3821.0,7.4,3623560,-8.0,1023.0,50.3,9.1,19.6,67.3,2020-12-03 12:08:01,521.0
3284.0,7.3,3646907,-8.0,1022.9,50.2,9.0,19.6,67.3,2020-12-03 12:18:01,439.0
4190.0,7.4,3635196,-8.0,1023.1,50.5,9.2,19.8,67.6,2020-12-03 12:28:01,577.0
3968.0,7.4,3635196,-8.0,1023.1,50.4,9.2,19.8,67.6,2020-12-03 12:38:01,543.0
4026.0,7.4,3630532,-8.0,1023.0,50.6,9.2,19.8,67.6,2020-12-03 12:48:02,552.0
3968.0,7.4,3632863,-8.0,1023.1,50.7,9.2,19.8,67.6,2020-12-03 12:58:02,543.0
4079.0,7.4,3637532,-8.0,1023.1,50.6,9.2,19.9,67.8,2020-12-03 13:08:02,560.0
4026.0,7.4,3646907,-8.0,1023.1,50.6,9.2,19.9,67.8,2020-12-03 13:18:02,552.0
3930.0,7.4,3653970,-8.0,1023.0,50.6,9.2,19.8,67.6,2020-12-03 13:28:03,537.0
3930.0,7.4,3649259,-8.0,1023.0,50.7,9.2,19.9,67.8,2020-12-03 13:38:03,537.0
3872.0,7.4,3672940,-8.0,1022.9,50.4,9.2,19.9,67.8,2020-12-03 13:48:03,528.0
3176.0,7.4,3696930,-8.0,1023.0,50.5,9.2,19.9,67.8,2020-12-03 13:58:04,422.0
3762.0,7.4,3684896,-8.0,1022.9,50.6,9.2,19.9,67.8,2020-12-03 14:08:04,512.0
3535.0,7.4,3704188,-8.0,1023.1,50.8,9.2,19.8,67.6,2020-12-03 14:18:04,477.0
3678.0,7.4,3694517,-8.0,1023.4,50.9,9.2,19.9,67.8,2020-12-03 14:28:04,499.0
3635.0,7.4,3696930,-8.0,1023.6,51.2,9.2,19.8,67.6,2020-12-03 14:38:05,492.0
3459.0,7.4,3711475,-8.0,1023.6,51.3,9.2,19.7,67.5,2020-12-03 14:48:05,466.0
3635.0,7.4,3721236,-8.0,1023.8,51.4,9.2,19.8,67.6,2020-12-03 14:58:05,492.0
3678.0,7.4,3713911,-8.0,1023.7,51.5,9.2,19.7,67.5,2020-12-03 15:08:05,499.0
3821.0,7.4,3706614,-8.0,1024.1,51.6,9.2,19.8,67.6,2020-12-03 15:18:06,521.0
3727.0,7.4,3706614,-8.0,1024.2,51.4,9.2,19.7,67.5,2020-12-03 15:28:06,506.0
3330.0,7.2,3692107,-8.0,1024.3,51.8,9.0,19.9,67.8,2020-12-03 15:38:06,446.0
3535.0,7.2,3684896,-8.0,1024.2,51.4,9.1,19.9,67.8,2020-12-03 15:48:07,477.0
4190.0,7.3,3672940,-8.0,1024.1,51.6,9.1,19.9,67.8,2020-12-03 15:58:07,577.0
4026.0,7.3,3632863,-8.0,1024.2,51.5,9.2,20.1,68.2,2020-12-03 16:08:07,552.0
4026.0,7.3,3607393,-8.0,1024.4,51.0,9.2,20.4,68.7,2020-12-03 16:18:07,552.0
4079.0,7.3,3591371,-8.0,1024.3,50.8,9.2,20.5,68.9,2020-12-03 16:28:08,560.0
4315.0,7.3,3553045,-8.0,1024.3,50.6,9.2,20.6,69.1,2020-12-03 16:38:08,596.0
4666.0,7.3,3515528,-8.0,1024.4,50.4,9.2,20.8,69.4,2020-12-03 16:48:08,649.0
4487.0,7.3,3522091,-8.0,1024.4,50.4,9.1,20.8,69.4,2020-12-03 16:58:09,622.0
4431.0,7.2,3495985,-8.0,1024.4,50.4,9.1,20.7,69.3,2020-12-03 17:08:09,614.0
4556.0,7.2,3487369,-8.0,1024.4,50.3,9.2,20.8,69.4,2020-12-03 17:18:09,528.0
3872.0,7.1,3470264,-8.0,1024.6,50.1,9.1,20.9,69.6,2020-12-03 17:28:09,528.0
3727.0,7.0,3466013,-8.0,1024.9,50.3,9.1,20.8,69.4,2020-12-03 17:38:10,506.0
4609.0,7.1,3451220,-8.0,1025.3,50.4,9.2,20.8,69.4,2020-12-03 17:48:10,641.0
3968.0,7.1,3434466,-8.0,1025.2,50.3,9.2,20.9,69.6,2020-12-03 17:58:10,543.0
3968.0,7.2,3434466,-8.0,1025.4,50.2,9.3,20.9,69.6,2020-12-03 18:08:10,543.0
4372.0,7.2,3415812,-8.0,1025.4,50.4,9.3,20.9,69.6,2020-12-03 18:18:11,605.0
4372.0,7.2,3395321,-8.0,1025.5,50.4,9.3,20.9,69.6,2020-12-03 18:28:11,605.0
4246.0,7.2,3375075,-8.0,1025.7,50.5,9.3,21.0,69.8,2020-12-03 18:38:12,585.0
4079.0,7.1,3365042,-8.0,1025.9,50.4,9.3,21.1,70.0,2020-12-03 18:48:12,560.0
7992.0,6.8,3357058,-8.0,1025.9,50.8,3.3,21.0,69.8,2020-12-03 18:58:12,1156.0
7992.0,6.9,3493827,-8.0,1025.9,51.6,1.7,21.0,69.8,2020-12-03 19:08:13,1156.0
7992.0,6.8,3537500,-8.0,1026.0,51.3,0.4,21.0,69.8,2020-12-03 19:18:13,1156.0
7992.0,6.9,3605096,-8.0,1026.0,52.1,-0.5,21.1,70.0,2020-12-03 19:28:13,1156.0
7992.0,6.8,3735974,-8.0,1026.1,54.1,-0.9,21.1,70.0,2020-12-03 19:38:14,1156.0
,9.7,4363917,-8.0,1026.4,55.7,18.8,21.2,70.2,2020-12-03 19:17:18,
1086.0,8.6,4271698,-8.0,1026.6,54.4,15.5,21.1,70.0,2020-12-03 19:50:57,104.0
1053.0,8.4,4370656,-8.0,1026.8,54.9,15.2,20.9,69.6,2020-12-03 20:00:57,99.0
1220.0,25.8,4370656,-8.0,1026.9,55.4,15.7,21.2,70.2,2020-12-03 20:10:58,124.0
1174.0,30.6,4428795,-8.0,1027.0,55.5,42.8,20.8,69.4,2020-12-03 20:20:58,90.0
,32.0,4513557,-8.0,1027.1,55.0,42.8,21.0,69.8,2020-12-03 20:17:21,
456.0,32.3,4411535,-8.0,1027.2,55.2,42.4,20.8,69.4,2020-12-03 20:37:05,8.0
485.0,31.9,4353846,-8.0,1027.2,54.8,41.7,20.8,69.4,2020-12-03 20:47:06,12.0
488.0,31.6,4310739,-8.0,1027.2,54.9,40.9,20.9,69.6,2020-12-03 20:57:06,13.0
518.0,30.3,4300912,-8.0,1027.4,54.5,39.9,20.9,69.6,2020-12-03 21:07:06,17.0
472.0,30.6,4307458,-8.0,1027.5,54.7,40.2,20.7,69.3,2020-12-03 21:17:07,10.0
493.0,30.6,4294385,-8.0,1027.3,54.8,40.0,20.5,68.9,2020-12-03 21:27:07,14.0
586.0,30.2,4268477,-8.0,1027.2,54.8,39.4,20.4,68.7,2020-12-03 21:37:08,28.0
526.0,29.9,4223881,-8.0,1027.2,54.9,39.0,20.3,68.5,2020-12-03 21:47:08,19.0
518.0,29.8,4211310,-8.0,1027.3,54.7,39.0,20.2,68.4,2020-12-03 21:57:08,5.0
577.0,30.1,4211310,-8.0,1027.3,54.7,39.2,20.1,68.2,2020-12-03 22:07:09,26.0
524.0,30.3,4211310,-8.0,1027.5,54.8,39.4,20.0,68.0,2020-12-03 22:17:09,18.0
534.0,30.3,4177122,-8.0,1027.5,54.8,39.6,20.0,68.0,2020-12-03 22:27:10,20.0
524.0,30.3,4170965,-8.0,1027.6,54.8,39.6,20.0,68.0,2020-12-03 22:37:10,18.0
570.0,30.2,4149560,-8.0,1027.7,54.8,39.4,19.9,67.8,2020-12-03 22:47:11,25.0
574.0,30.2,4110385,-8.0,1027.7,54.7,39.4,19.9,67.8,2020-12-03 22:57:11,26.0
570.0,29.6,4092552,-8.0,1027.8,54.4,39.0,19.9,67.8,2020-12-03 23:07:11,25.0
486.0,29.6,4074874,-8.0,1027.9,54.2,39.0,19.9,67.8,2020-12-03 23:17:12,13.0
596.0,29.7,4063173,-8.0,1028.0,53.9,39.2,20.0,68.0,2020-12-03 23:27:12,29.0
492.0,29.6,4054441,-8.0,1028.1,53.8,39.3,19.9,67.8,2020-12-03 23:37:12,14.0
492.0,29.6,4022743,-8.0,1028.0,53.8,39.3,19.9,67.8,2020-12-03 23:47:13,14.0
464.0,29.5,3997175,-8.0,1028.0,53.8,39.4,19.8,67.6,2020-12-03 23:57:13,9.0
575.0,29.7,3991537,-8.0,1028.0,53.8,39.4,19.8,67.6,2020-12-04 00:07:13,26.0
569.0,29.6,3980309,-8.0,1028.1,53.9,39.4,19.8,67.6,2020-12-04 00:17:14,25.0
566.0,29.6,3969144,-8.0,1028.2,53.9,39.3,19.8,67.6,2020-12-04 00:27:14,25.0
553.0,29.5,3963585,-8.0,1028.4,53.8,39.4,19.7,67.5,2020-12-04 00:37:15,23.0
530.0,29.5,3944251,-8.0,1028.5,53.9,39.4,19.6,67.3,2020-12-04 00:47:15,19.0
530.0,29.6,3936022,-8.0,1028.3,54.0,39.6,19.6,67.3,2020-12-04 00:57:16,19.0
551.0,29.1,3895389,-8.0,1028.3,54.0,39.2,19.6,67.3,2020-12-04 01:07:16,23.0
542.0,29.0,3892710,-8.0,1028.4,53.9,39.2,19.6,67.3,2020-12-04 01:17:16,21.0
555.0,28.9,3898072,-8.0,1028.3,53.9,39.2,19.6,67.3,2020-12-04 01:27:17,23.0
569.0,28.9,3863481,-8.0,1028.4,53.9,39.2,19.5,67.1,2020-12-04 01:37:17,25.0
555.0,28.8,3837288,-8.0,1028.4,54.0,39.3,19.5,67.1,2020-12-04 01:47:17,23.0
542.0,28.8,3842498,-8.0,1028.5,53.9,39.3,19.6,67.3,2020-12-04 01:57:18,21.0
561.0,28.8,3821742,-8.0,1028.5,53.9,39.6,19.5,67.1,2020-12-04 02:07:18,24.0
542.0,28.8,3806321,-8.0,1028.7,54.0,39.6,19.4,66.9,2020-12-04 02:18:19,21.0
400.0,28.8,3785953,-8.0,1028.7,54.0,39.8,19.4,66.9,2020-12-04 02:28:19,0.0
543.0,28.7,3775851,-8.0,1028.6,54.0,39.8,19.4,66.9,2020-12-04 02:38:20,21.0
540.0,28.7,3758300,-8.0,1028.5,54.0,39.9,19.4,66.9,2020-12-04 02:48:20,21.0
531.0,28.5,3743386,-8.0,1028.4,53.9,39.7,19.4,66.9,2020-12-04 02:58:21,19.0
526.0,28.1,3728590,-8.0,1028.4,53.9,39.4,19.3,66.7,2020-12-04 03:08:21,19.0
545.0,28.1,3711475,-8.0,1028.3,53.9,39.6,19.3,66.7,2020-12-04 03:18:22,22.0
545.0,28.2,3684896,-8.0,1028.3,53.8,39.6,19.3,66.7,2020-12-04 03:28:22,22.0
553.0,28.1,3677713,-8.0,1028.3,53.7,39.7,19.3,66.7,2020-12-04 03:38:22,23.0
553.0,28.1,3649259,-8.0,1028.3,53.7,39.8,19.3,66.7,2020-12-04 03:48:23,23.0
545.0,28.1,3637532,-8.0,1028.2,53.6,39.8,19.3,66.7,2020-12-04 03:58:23,22.0
569.0,28.3,3635196,-8.0,1028.0,53.5,40.1,19.2,66.6,2020-12-04 04:08:23,25.0
578.0,28.2,3639871,-8.0,1028.1,53.5,40.1,19.2,66.6,2020-12-04 04:18:24,27.0
560.0,28.2,3621241,-8.0,1028.0,53.4,40.1,19.2,66.6,2020-12-04 04:28:24,24.0
473.0,28.2,3609694,-8.0,1028.0,53.3,40.0,19.1,66.4,2020-12-04 04:38:25,11.0
584.0,28.2,3602801,-8.0,1028.1,53.3,40.1,19.1,66.4,2020-12-04 04:48:25,28.0
577.0,28.0,3586819,-8.0,1028.0,53.1,40.0,19.1,66.4,2020-12-04 04:58:26,26.0
556.0,27.6,3591371,-8.0,1028.1,53.1,39.5,19.0,66.2,2020-12-04 05:08:26,23.0
461.0,27.5,3580013,-8.0,1028.3,52.9,39.5,19.0,66.2,2020-12-04 05:18:26,9.0
565.0,26.4,3559748,-8.0,1028.5,52.9,39.4,19.0,66.2,2020-12-04 05:28:27,25.0
493.0,26.4,3561989,-8.0,1028.6,52.7,39.6,19.0,66.2,2020-12-04 05:38:27,14.0
596.0,26.3,3548589,-8.0,1028.9,52.7,39.2,19.0,66.2,2020-12-04 05:48:27,29.0
575.0,26.0,3548589,-8.0,1029.2,52.5,39.2,19.0,66.2,2020-12-04 05:58:28,26.0
589.0,26.4,3546366,-8.0,1029.1,52.5,39.7,19.0,66.2,2020-12-04 06:08:28,28.0
602.0,26.4,3530880,-8.0,1029.2,52.6,39.7,19.0,66.2,2020-12-04 06:18:28,30.0
602.0,26.4,3524284,-8.0,1029.4,52.4,39.6,19.0,66.2,2020-12-04 06:28:29,30.0
617.0,26.4,3526480,-8.0,1029.4,52.5,39.6,18.9,66.0,2020-12-04 06:38:29,33.0
617.0,26.2,3502475,-8.0,1029.7,52.6,39.6,18.9,66.0,2020-12-04 06:48:30,33.0
549.0,26.2,3500309,-8.0,1029.4,52.6,39.5,18.8,65.8,2020-12-04 06:58:30,22.0
660.0,25.5,3508989,-8.0,1029.8,52.5,38.8,18.9,66.0,2020-12-04 07:08:31,39.0
791.0,24.9,3502475,-8.0,1029.6,52.4,38.8,18.9,66.0,2020-12-04 07:18:31,59.0
949.0,24.8,3470264,-8.0,1029.6,51.8,38.8,19.0,66.2,2020-12-04 07:28:31,83.0
1159.0,24.8,3459658,-8.0,1029.8,51.6,38.8,19.1,66.4,2020-12-04 07:38:32,115.0
1639.0,24.7,3361045,-8.0,1029.6,50.4,38.8,19.9,67.8,2020-12-04 07:48:32,188.0
2041.0,24.7,3275463,-8.0,1029.6,49.5,39.0,20.7,69.3,2020-12-04 07:58:32,249.0
2255.0,25.0,3271676,-8.0,1029.6,49.5,39.8,20.9,69.6,2020-12-04 08:08:33,282.0
2017.0,25.0,3292612,-8.0,1029.5,50.3,39.8,20.6,69.1,2020-12-04 08:18:33,246.0
